"Consumer","First Class","CA-2012-102778",18.176
"Consumer","Standard Class","CA-2012-103093",74.520
"Home Office","Standard Class","CA-2012-103135",525.950
"Home Office","Standard Class","CA-2012-103772",260.310
"Corporate","Standard Class","CA-2012-103793",74.352
"Corporate","Standard Class","CA-2012-103870",284.440
"Corporate","First Class","CA-2012-104038",176.630
"Consumer","Standard Class","CA-2012-104115",55.984
"Corporate","Standard Class","CA-2012-104241",192.220
"Corporate","Standard Class","CA-2012-104941",976.290
"Corporate","Standard Class","CA-2012-105571",1361.631
"Corporate","Standard Class","CA-2012-106187",268.400
"Consumer","Standard Class","CA-2012-107678",893.090
"Consumer","Standard Class","CA-2012-108119",301.960
"Corporate","Standard Class","CA-2012-108259",81.135
"Consumer","Second class","CA-2012-109386",750.930
"Corporate","Second class","CA-2012-109470",596.480
"Corporate","Second class","CA-2012-109708",467.040
"Consumer","Standard Class","CA-2012-110247",8.226
"Consumer","Second class","CA-2012-110345",4.608
"Home Office","Standard Class","CA-2012-110947",113.100
"Consumer","Standard Class","CA-2012-111199",115.296
"Consumer","Standard Class","CA-2012-111703",27.504
"Consumer","Standard Class","CA-2012-112375",78.192
"Corporate","Standard Class","CA-2012-113628",792.508
"Consumer","Standard Class","CA-2012-114300",371.660
"Consumer","Standard Class","CA-2012-114503",84.960
"Home Office","Standard Class","CA-2012-115091",75.040
"Home Office","Second class","CA-2012-115847",61.960
"Consumer","Standard Class","CA-2012-115938",535.360
"Consumer","Second class","CA-2012-116638",4297.644
"Corporate","Second class","CA-2012-116750",12.158
"Consumer","First Class","CA-2012-117828",194.320
"Consumer","Same Day","CA-2012-117884",598.352
"Consumer","Standard Class","CA-2012-118444",387.136
"Consumer","Standard Class","CA-2012-118843",199.860
"Consumer","Standard Class","CA-2012-119480",364.070
"Corporate","Second class","CA-2012-119592",3.760
"Consumer","Standard Class","CA-2012-119634",46.152
"Consumer","Standard Class","CA-2012-120516",5.640
"Consumer","Standard Class","CA-2012-120621",1270.379
"Corporate","Standard Class","CA-2012-120845",22.549
"Corporate","Standard Class","CA-2012-121552",19.560
"Corporate","First Class","CA-2012-121720",3165.744
"Corporate","Standard Class","CA-2012-122168",53.280
"Consumer","Standard Class","CA-2012-122266",194.139
"Consumer","Standard Class","CA-2012-123092",288.850
"Consumer","Standard Class","CA-2012-123330",107.976
"Corporate","Standard Class","CA-2012-125066",62.460
"Consumer","Standard Class","CA-2012-125563",121.888
"Home Office","Standard Class","CA-2012-125696",7.380
"Consumer","Standard Class","CA-2012-125976",2026.780
"Consumer","Second class","CA-2012-128027",269.490
"Corporate","Standard Class","CA-2012-128083",45.976
"Consumer","Standard Class","CA-2012-128139",365.910
"Home Office","Standard Class","CA-2012-128958",13.120
"Consumer","Standard Class","CA-2012-129098",30.840
"Consumer","First Class","CA-2012-130218",59.480
"Corporate","Standard Class","CA-2012-131422",207.000
"Consumer","First Class","CA-2012-132318",182.910
"Consumer","Standard Class","CA-2012-133242",1046.470
"Corporate","First Class","CA-2012-133396",64.680
"Home Office","Second class","CA-2012-133977",3.444
"Consumer","Second class","CA-2012-134257",498.930
"Consumer","Standard Class","CA-2012-134719",1801.632
"Consumer","Standard Class","CA-2012-134782",105.420
"Consumer","Standard Class","CA-2012-134894",436.860
"Home Office","Second class","CA-2012-134992",80.380
"Home Office","Standard Class","CA-2012-135510",67.960
"Consumer","Standard Class","CA-2012-136147",233.064
"Consumer","Same Day","CA-2012-136224",10.272
"Corporate","Standard Class","CA-2012-137106",79.960
"Corporate","Standard Class","CA-2012-137281",6.480
"Consumer","First Class","CA-2012-137974",2298.900
"Consumer","Standard Class","CA-2012-138457",13.092
"Consumer","First Class","CA-2012-138625",197.720
"Corporate","First Class","CA-2012-140718",246.364
"Home Office","Second class","CA-2012-140830",89.360
"Consumer","Standard Class","CA-2012-141145",87.168
"Consumer","First Class","CA-2012-141327",440.144
"Consumer","Standard Class","CA-2012-141565",1664.132
"Home Office","Standard Class","CA-2012-141754",11.696
"Corporate","Second class","CA-2012-142202",717.120
"Consumer","Standard Class","CA-2012-142755",919.490
"Consumer","Standard Class","CA-2012-143119",517.500
"Consumer","Standard Class","CA-2012-143532",14.496
"Consumer","Standard Class","CA-2012-144288",19.584
"Home Office","Standard Class","CA-2012-145324",39.960
"Consumer","Standard Class","CA-2012-145352",6412.770
"Corporate","Standard Class","CA-2012-147011",13.632
"Corporate","Standard Class","CA-2012-147102",66.360
"Corporate","Standard Class","CA-2012-147529",324.110
"Consumer","Standard Class","CA-2012-147879",45.680
"Consumer","Standard Class","CA-2012-148705",5.040
"Consumer","First Class","CA-2012-149300",32.985
"Corporate","Standard Class","CA-2012-149342",896.310
"Corporate","Standard Class","CA-2012-149734",200.984
"Corporate","Standard Class","CA-2012-150308",246.168
"Consumer","First Class","CA-2012-150560",196.620
"Consumer","Second class","CA-2012-150749",5.560
"Consumer","Standard Class","CA-2012-151547",88.960
"Corporate","Standard Class","CA-2012-151624",21.360
"Corporate","Standard Class","CA-2012-153038",94.688
"Consumer","Second class","CA-2012-153325",58.720
"Consumer","Standard Class","CA-2012-153535",169.544
"Home Office","Second class","CA-2012-153549",1166.920
"Consumer","Standard Class","CA-2012-153626",5.160
"Consumer","Second class","CA-2012-153752",173.940
"Corporate","Standard Class","CA-2012-154291",457.040
"Corporate","First Class","CA-2012-154746",860.070
"Corporate","Standard Class","CA-2012-154921",186.690
"Consumer","Same Day","CA-2012-155068",78.456
"Corporate","Standard Class","CA-2012-155453",4.608
"Consumer","Second class","CA-2012-155600",1635.018
"Consumer","Standard Class","CA-2012-155635",48.810
"Consumer","Standard Class","CA-2012-156328",177.480
"Corporate","First Class","CA-2012-156734",670.001
"Consumer","Standard Class","CA-2012-158148",36.270
"Corporate","First Class","CA-2012-158323",17.088
"Consumer","Standard Class","CA-2012-158421",3631.960
"Home Office","Standard Class","CA-2012-160059",6.240
"Corporate","Standard Class","CA-2012-160696",7.240
"Corporate","Second class","CA-2012-161445",140.736
"Corporate","Standard Class","CA-2012-161998",277.632
"Corporate","Standard Class","CA-2012-162201",937.608
"Consumer","Standard Class","CA-2012-162537",104.510
"Consumer","Standard Class","CA-2012-162761",50.462
"Corporate","Second class","CA-2012-163237",520.030
"Home Office","Standard Class","CA-2012-163923",151.960
"Consumer","Standard Class","CA-2012-163965",377.902
"Corporate","Standard Class","CA-2012-164427",239.700
"Consumer","First Class","CA-2012-165414",47.976
"Consumer","Standard Class","CA-2012-165624",1142.430
"Corporate","Second class","CA-2012-166604",17.940
"Corporate","Standard Class","CA-2012-166975",692.472
"Consumer","Standard Class","CA-2012-167696",31.120
"Corporate","Second class","CA-2012-168004",392.940
"Consumer","Standard Class","CA-2012-168459",58.050
"Corporate","Standard Class","CA-2012-169572",46.620
"Corporate","Second class","CA-2012-169677",9.820
"Consumer","Second class","CA-2012-169733",9.952
"Consumer","Standard Class","CA-2012-169740",29.990
"Home Office","Standard Class","CA-2013-100307",19.440
"Consumer","Same Day","CA-2013-101378",29.000
"Consumer","Standard Class","CA-2013-101469",7.700
"Consumer","Second class","CA-2013-101525",140.520
"Consumer","First Class","CA-2013-102092",1056.860
"Consumer","Standard Class","CA-2013-102162",1611.010
"Consumer","First Class","CA-2013-102498",73.200
"Consumer","Standard Class","CA-2013-104157",2503.470
"Consumer","Standard Class","CA-2013-104276",447.783
"Consumer","Same Day","CA-2013-105256",1363.960
"Home Office","Standard Class","CA-2013-105662",270.728
"Home Office","Standard Class","CA-2013-105753",61.100
"Corporate","Standard Class","CA-2013-106558",316.000
"Consumer","Same Day","CA-2013-106894",107.830
"Consumer","Standard Class","CA-2013-106950",1854.241
"Consumer","Standard Class","CA-2013-108105",323.880
"Consumer","Standard Class","CA-2013-108567",2.694
"Consumer","Standard Class","CA-2013-108616",298.830
"Home Office","Second class","CA-2013-109344",1127.976
"Corporate","Second class","CA-2013-109407",31.360
"Consumer","Second class","CA-2013-109722",1284.800
"Corporate","Standard Class","CA-2013-109743",104.712
"Corporate","Standard Class","CA-2013-109911",10.960
"Home Office","Standard Class","CA-2013-110254",158.810
"Consumer","First Class","CA-2013-110492",1366.040
"Consumer","Standard Class","CA-2013-111409",3.000
"Consumer","Standard Class","CA-2013-111605",2.610
"Consumer","Standard Class","CA-2013-112102",448.810
"Corporate","Standard Class","CA-2013-112277",519.680
"Corporate","First Class","CA-2013-112676",14.352
"Corporate","Second class","CA-2013-112697",1410.066
"Corporate","Second class","CA-2013-113236",232.624
"Consumer","Second class","CA-2013-113292",871.800
"Consumer","Standard Class","CA-2013-113733",334.256
"Consumer","Standard Class","CA-2013-113747",185.880
"Corporate","Standard Class","CA-2013-113831",4317.300
"Corporate","Standard Class","CA-2013-113845",574.056
"Corporate","Standard Class","CA-2013-114713",45.584
"Corporate","Standard Class","CA-2013-115504",12.960
"Consumer","Standard Class","CA-2013-116232",24.066
"Corporate","Standard Class","CA-2013-116764",9.216
"Consumer","Second class","CA-2013-116918",36.364
"Consumer","Standard Class","CA-2013-117604",239.500
"Corporate","Standard Class","CA-2013-118073",562.293
"Corporate","Standard Class","CA-2013-118178",31.086
"Consumer","Standard Class","CA-2013-118514",866.400
"Consumer","Standard Class","CA-2013-118626",705.544
"Home Office","Standard Class","CA-2013-118934",16.218
"Corporate","Standard Class","CA-2013-119074",92.700
"Consumer","First Class","CA-2013-119515",15.552
"Consumer","First Class","CA-2013-119823",75.880
"Consumer","Second class","CA-2013-120873",290.980
"Home Office","Standard Class","CA-2013-121020",239.976
"Consumer","Standard Class","CA-2013-121958",52.136
"Corporate","Second class","CA-2013-122518",10.080
"Consumer","Second class","CA-2013-123176",31.830
"Home Office","Standard Class","CA-2013-123414",37.264
"Home Office","Standard Class","CA-2013-123533",392.832
"Corporate","Standard Class","CA-2013-123617",7.434
"Corporate","Standard Class","CA-2013-123946",1159.060
"Corporate","Standard Class","CA-2013-124254",191.808
"Consumer","First Class","CA-2013-124772",191.820
"Corporate","Standard Class","CA-2013-125017",132.224
"Consumer","First Class","CA-2013-125843",125.920
"Corporate","First Class","CA-2013-127208",224.900
"Consumer","Same Day","CA-2013-127698",863.928
"Home Office","Second class","CA-2013-127985",7.040
"Corporate","Standard Class","CA-2013-130001",36.240
"Consumer","First Class","CA-2013-130442",34.944
"Corporate","Same Day","CA-2013-130820",630.024
"Consumer","Second class","CA-2013-131065",513.520
"Consumer","Standard Class","CA-2013-131205",291.740
"Home Office","Standard Class","CA-2013-131968",681.432
"Consumer","Standard Class","CA-2013-132549",73.360
"Consumer","Standard Class","CA-2013-133123",99.156
"Consumer","Standard Class","CA-2013-133368",405.344
"Corporate","First Class","CA-2013-133711",3236.410
"Consumer","First Class","CA-2013-133872",58.400
"Consumer","Standard Class","CA-2013-134208",396.000
"Corporate","Second class","CA-2013-134474",255.904
"Corporate","Standard Class","CA-2013-134516",115.480
"Home Office","Standard Class","CA-2013-134789",215.840
"Consumer","Standard Class","CA-2013-135636",387.720
"Home Office","Same Day","CA-2013-136126",261.100
"Consumer","Second class","CA-2013-136231",228.586
"Home Office","Standard Class","CA-2013-136322",74.320
"Consumer","Standard Class","CA-2013-136483",4.704
"Consumer","Second class","CA-2013-137043",859.140
"Consumer","Standard Class","CA-2013-137736",41.860
"Corporate","Standard Class","CA-2013-138695",452.464
"Home Office","Standard Class","CA-2013-139269",1311.970
"Consumer","Standard Class","CA-2013-139381",233.480
"Corporate","Standard Class","CA-2013-139689",40.896
"Consumer","Second class","CA-2013-140543",191.880
"Home Office","Standard Class","CA-2013-140571",365.440
"Consumer","Standard Class","CA-2013-140641",38.190
"Corporate","Standard Class","CA-2013-140928",383.438
"Home Office","Second class","CA-2013-140977",91.475
"Consumer","Second class","CA-2013-141180",7.764
"Corporate","Standard Class","CA-2013-142097",342.760
"Consumer","Standard Class","CA-2013-142370",254.990
"Consumer","Standard Class","CA-2013-142895",370.184
"Consumer","Same Day","CA-2013-143308",10.740
"Corporate","Second class","CA-2013-143805",2145.250
"Consumer","Same Day","CA-2013-144344",314.393
"Consumer","First Class","CA-2013-145247",79.140
"Consumer","First Class","CA-2013-145499",3.282
"Corporate","Standard Class","CA-2013-145709",64.248
"Consumer","Standard Class","CA-2013-145905",1264.140
"Consumer","Standard Class","CA-2013-146143",133.380
"Consumer","Standard Class","CA-2013-146150",264.180
"Home Office","Standard Class","CA-2013-146171",558.240
"Consumer","First Class","CA-2013-147368",695.700
"Consumer","Standard Class","CA-2013-148684",870.040
"Home Office","Second class","CA-2013-149111",55.416
"Home Office","First Class","CA-2013-149454",10.440
"Consumer","Second class","CA-2013-149783",131.104
"Consumer","Second class","CA-2013-149979",487.220
"Consumer","Standard Class","CA-2013-150000",17.920
"Home Office","Standard Class","CA-2013-151155",34.340
"Consumer","Second class","CA-2013-152156",993.900
"Consumer","Same Day","CA-2013-152163",85.500
"Consumer","Same Day","CA-2013-152471",839.944
"Corporate","First Class","CA-2013-153318",783.960
"Consumer","Standard Class","CA-2013-154060",187.056
"Home Office","Standard Class","CA-2013-154403",4.980
"Consumer","Second class","CA-2013-154690",225.296
"Consumer","Standard Class","CA-2013-155138",99.872
"Home Office","Standard Class","CA-2013-155439",25.920
"Consumer","Second class","CA-2013-155670",21.504
"Consumer","Standard Class","CA-2013-156503",305.248
"Consumer","Standard Class","CA-2013-156573",60.485
"Corporate","Second class","CA-2013-157161",199.180
"Consumer","Standard Class","CA-2013-157245",641.960
"Consumer","First Class","CA-2013-157280",1120.730
"Consumer","First Class","CA-2013-157364",18.480
"Consumer","Standard Class","CA-2013-157588",88.150
"Corporate","Standard Class","CA-2013-157763",140.810
"Consumer","Second class","CA-2013-158841",8805.040
"Home Office","First Class","CA-2013-159142",177.780
"Home Office","Standard Class","CA-2013-159212",273.590
"Consumer","Same Day","CA-2013-159653",14.730
"Consumer","Second class","CA-2013-159765",27.860
"Home Office","Standard Class","CA-2013-159891",1396.350
"Consumer","Standard Class","CA-2013-159989",40.680
"Consumer","Standard Class","CA-2013-160234",135.950
"Consumer","Standard Class","CA-2013-160486",72.224
"Corporate","First Class","CA-2013-160598",31.008
"Home Office","First Class","CA-2013-162159",121.780
"Corporate","Second class","CA-2013-162236",1106.924
"Consumer","Second class","CA-2013-162355",1302.830
"Corporate","Second class","CA-2013-162747",86.450
"Corporate","First Class","CA-2013-162901",31.400
"Corporate","Second class","CA-2013-163167",2673.690
"Consumer","Standard Class","CA-2013-163174",186.540
"Consumer","Standard Class","CA-2013-163776",1110.500
"Home Office","Second class","CA-2013-164350",67.560
"Consumer","Standard Class","CA-2013-164574",732.156
"Consumer","Second class","CA-2013-164735",81.200
"Consumer","First Class","CA-2013-164784",377.346
"Corporate","Standard Class","CA-2013-165316",324.387
"Home Office","Standard Class","CA-2013-165470",5.080
"Corporate","Standard Class","CA-2013-165827",50.496
"Consumer","Standard Class","CA-2013-166282",158.256
"Corporate","Standard Class","CA-2013-166380",138.530
"Consumer","Standard Class","CA-2013-166485",16.496
"Consumer","Standard Class","CA-2013-168536",66.300
"Consumer","Second class","CA-2013-168753",1002.700
"Consumer","Second class","CA-2013-168893",903.770
"Home Office","Standard Class","CA-2013-169026",23.340
"Consumer","Standard Class","CA-2013-169103",1466.320
"Consumer","Second class","CA-2013-169334",111.672
"Home Office","Standard Class","CA-2014-100412",141.960
"Consumer","Standard Class","CA-2014-100426",12.480
"Consumer","Standard Class","CA-2014-100622",1030.742
"Consumer","Standard Class","CA-2014-100902",699.400
"Consumer","Standard Class","CA-2014-101042",843.840
"Consumer","Second class","CA-2014-101210",13.152
"Consumer","Second class","CA-2014-101273",14.336
"Consumer","Second class","CA-2014-101483",61.216
"Consumer","Standard Class","CA-2014-102204",3740.510
"Consumer","Second class","CA-2014-102309",212.910
"Home Office","Standard Class","CA-2014-102554",3.760
"Consumer","Standard Class","CA-2014-102610",248.396
"Consumer","Standard Class","CA-2014-102736",177.080
"Corporate","Second class","CA-2014-103009",26.400
"Consumer","Same Day","CA-2014-103065",59.824
"Consumer","First Class","CA-2014-103212",1541.510
"Consumer","Standard Class","CA-2014-103499",209.568
"Corporate","Standard Class","CA-2014-104318",20.768
"Consumer","Standard Class","CA-2014-104731",951.980
"Corporate","Second class","CA-2014-104864",552.856
"Consumer","First Class","CA-2014-105620",141.000
"Consumer","Standard Class","CA-2014-106537",20.736
"Corporate","Standard Class","CA-2014-107167",1347.520
"Consumer","Second class","CA-2014-107209",194.848
"Consumer","Second class","CA-2014-107461",23.880
"Consumer","Standard Class","CA-2014-108035",491.888
"Consumer","Standard Class","CA-2014-108112",559.200
"Consumer","First Class","CA-2014-108287",12.672
"Corporate","Standard Class","CA-2014-108322",26.056
"Consumer","Standard Class","CA-2014-109183",649.000
"Consumer","First Class","CA-2014-109589",71.000
"Consumer","First Class","CA-2014-110198",318.960
"Home Office","Standard Class","CA-2014-110212",48.900
"Corporate","Standard Class","CA-2014-110310",68.967
"Consumer","Standard Class","CA-2014-110926",25.060
"Consumer","First Class","CA-2014-112774",34.504
"Corporate","First Class","CA-2014-113481",740.214
"Home Office","Standard Class","CA-2014-113558",729.648
"Consumer","Second class","CA-2014-113705",874.800
"Home Office","Second class","CA-2014-114055",819.280
"Consumer","Standard Class","CA-2014-114412",15.552
"Consumer","Standard Class","CA-2014-114636",192.160
"Corporate","Second class","CA-2014-115070",16.739
"Consumer","First Class","CA-2014-115448",88.920
"Corporate","First Class","CA-2014-115882",1017.136
"Corporate","Second class","CA-2014-116113",10.160
"Consumer","Standard Class","CA-2014-116855",504.900
"Consumer","Standard Class","CA-2014-116939",177.550
"Consumer","Standard Class","CA-2014-117079",863.880
"Consumer","Standard Class","CA-2014-117198",659.900
"Corporate","First Class","CA-2014-117695",13.760
"Consumer","Standard Class","CA-2014-118402",243.920
"Consumer","Standard Class","CA-2014-119004",105.408
"Corporate","Standard Class","CA-2014-119284",2942.784
"Consumer","Standard Class","CA-2014-119305",173.800
"Consumer","Standard Class","CA-2014-119669",5.670
"Home Office","Standard Class","CA-2014-120705",147.184
"Consumer","Standard Class","CA-2014-120894",28.080
"Consumer","First Class","CA-2014-121314",251.640
"Home Office","First Class","CA-2014-121419",771.800
"Consumer","Standard Class","CA-2014-121804",72.800
"Consumer","First Class","CA-2014-121818",52.696
"Consumer","Standard Class","CA-2014-122056",181.860
"Consumer","First Class","CA-2014-122154",284.190
"Corporate","Second class","CA-2014-122693",1245.860
"Corporate","First Class","CA-2014-122707",503.220
"Consumer","Same Day","CA-2014-122987",80.564
"Consumer","First Class","CA-2014-122994",359.970
"Consumer","Second class","CA-2014-123239",91.032
"Consumer","Standard Class","CA-2014-123351",80.480
"Corporate","First Class","CA-2014-123687",234.200
"Consumer","Standard Class","CA-2014-124296",712.850
"Home Office","Standard Class","CA-2014-124597",32.088
"Consumer","Standard Class","CA-2014-124765",723.920
"Corporate","First Class","CA-2014-124828",9.552
"Home Office","Standard Class","CA-2014-124898",184.660
"Consumer","First Class","CA-2014-125472",253.860
"Corporate","Standard Class","CA-2014-125745",19.520
"Home Office","Standard Class","CA-2014-125752",41.424
"Corporate","Standard Class","CA-2014-126046",12.390
"Consumer","Standard Class","CA-2014-126354",119.178
"Corporate","Standard Class","CA-2014-126382",35.168
"Consumer","First Class","CA-2014-126774",4.890
"Consumer","Standard Class","CA-2014-126914",776.080
"Consumer","Standard Class","CA-2014-127306",175.086
"Home Office","Standard Class","CA-2014-127516",64.784
"Consumer","Second class","CA-2014-127726",209.880
"Corporate","Standard Class","CA-2014-127803",26.160
"Corporate","Second class","CA-2014-128300",406.940
"Consumer","Standard Class","CA-2014-128363",2382.926
"Home Office","Standard Class","CA-2014-128475",71.980
"Consumer","Second class","CA-2014-128629",18.840
"Consumer","Second class","CA-2014-128699",47.992
"Consumer","Standard Class","CA-2014-128755",629.860
"Corporate","Standard Class","CA-2014-128769",81.568
"Consumer","Second class","CA-2014-129021",4590.344
"Corporate","First Class","CA-2014-129028",127.950
"Consumer","Second class","CA-2014-129462",740.590
"Home Office","Standard Class","CA-2014-129490",419.136
"Home Office","Standard Class","CA-2014-129910",59.760
"Consumer","Standard Class","CA-2014-130309",544.380
"Consumer","Second class","CA-2014-130834",16.272
"Consumer","Standard Class","CA-2014-130904",22.744
"Consumer","Standard Class","CA-2014-132185",52.344
"Home Office","First Class","CA-2014-132213",109.968
"Home Office","Same Day","CA-2014-133095",117.620
"Consumer","First Class","CA-2014-133235",271.960
"Corporate","Second class","CA-2014-133263",3098.610
"Consumer","Standard Class","CA-2014-133501",5.184
"Consumer","Standard Class","CA-2014-133641",48.690
"Consumer","Standard Class","CA-2014-133928",4.572
"Home Office","Standard Class","CA-2014-134096",399.530
"Corporate","Second class","CA-2014-134495",269.400
